full_id,osm_id,osm_type,historic,plaque:type,name2,name1,artwork_type,person:death,person:name,material,width,website,ref:CRFOP,natural,denotation,circumference,inscription:url,layer,tourism,source_ref,flood_mark,flood_date,source:name,url,memorial:type,tower:type,man_made,wikipedia:pl,entrance,location,name:fa,power,backrest,amenity,subject:wikipedia,denomination,tomb,religion,description2,wheelchair:description,wheelchair,toilets:wheelchair,noexit,inscription,image,description,artist_name,wikipedia,wikidata,subject:wikidata,start_date,name:pl,name:en,name:de,name,memorial
n9110765617,"9110765617",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca powstanie Wielkopolskiego Związku Śpiewaczego Na Wielkie Księstwo Poznańskie,Józef Petruk,,,,"1992",,,,Miejsce założenia Wielkopolskiego Związku Śpiewaczego,plaque
n9110765618,"9110765618",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:2012_06_Pozna%C5%84_-_tablica_Komeda.JPG,Tablica upamiętniająca miejsce zamieszkania kompozytora i pianisty jazzowego Krzysztofa Komedy Trzcińskiego w latach 1952-1956,,,,,"2008",,,,Miejsce zamieszkania Krzysztofa Komedy Trzcińskiego,plaque
n9110765619,"9110765619",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca pobyt Juliusza Słowackiego w Poznaniu w 1848r.,Józef Petruk,,,,"1999",,,,Pobyt Juliusza Słowackiego,plaque
n9110765620,"9110765620",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W Hotelu Bazar Henryk Sienkiewicz w dniach 14, 16, 17 IV 1880r., czytał nowelkę ""Za chlebem"". Na pamiątkę pierwszego pobytu w Poznaniu. (...)",,,Józef Petruk,,,,"1987",,,,Pobyt Henryka Sienkiewicza,plaque
n9110765621,"9110765621",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W tym miejscu 26 kwietnia 1920 roku podczas demonstracji przeciwko pogorszeniu warunków bytu poległo 9 poznańskich robotników kolejowych,,"Tablica upamiętniająca robotników kolejowych, poległych w 1920 roku",Ryszard Skupin,,,,"1950; 1992",,,,Tablica poległych robotników kolejowych,plaque
n9110765622,"9110765622",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica powświęcona ś.p proboszczom parafii p.w. św. Stanisława Kostki w Poznaniu,,,,,,,,,Tablica śp. proboszczów parafii,plaque
n9110765623,"9110765623",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamietniająca parafian winiarskich, członków organizacji Wojska Ochotniczego Ziem Zachodnich",,,,,,,,,"Tablica parafian winiarskich, członków organizacji Wojska Ochotniczego Ziem Zachodnich",plaque
n9110765640,"9110765640",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca 400 rocznicę śmierci Stanisława Kostki,,,,,"1968",,,,Św. Stanisław Kostka,plaque
n9110765647,"9110765647",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ks. Stanisław Adamski,plaque
n9110765648,"9110765648",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica w języku łacińskim,,,,,,,,,,plaque
n9110765649,"9110765649",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W tym domu od 10-XI-1918 do 6-XI-1919 mieściły się biura Komisariatu Naczelnej Rady Ludowej - kierowniczego ośrodka i władzy Polaków ziem byłego zaboru pruskiego w dniach narodzin II Rzeczpospolitej,,,Benedykt Kasznia,,,,1988-11-10,,,,Miejsce biur Komisariatu Naczelnej Rady Ludowej,plaque
n9110765650,"9110765650",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bł. ks. Marian Konopiński,plaque
n9110765651,"9110765651",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Głaz 15. Pułku Ułanów Poznańskich,stone
n9110765652,"9110765652",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budynek zabytkowy wzniesiony w 1751 na miejscu drewnianego zbudowanego w 1569. Podczas epidemii dżumy w Poznaniu stanowił oddział Miejskiego Szpitala św. Łazarza. Od poł. XVII w. był przytułkiem dla ubogich.,,,,,,,,,,,Historia budynku,plaque
n9110765665,"9110765665",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W tym miejscu do roku 1939 tał pomnik Chrystusa Króla ufundowany przez społeczeństwo Poznania w imię wdzięczności za niepodległość, zniszczony przez hitlerowskiego okupanta.",,"Tablica informująca, że w tym miejscu znajdował się pomnik Chrystusa Króla, który został zniszczony podczas hitlerowskiej okupacji",Józef Petruk,,,,1991 (?),,,,Miejsce Pomnika Wdzięczności,plaque
n9110843845,"9110843845",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica II: Ku czci 55 Poznańskiego Pułku Piechoty z Leszna WLKP,,,,,,,,,Tablica 55. Poznańskiego Pułku Piechoty,plaque
n9110843846,"9110843846",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica III: Żołnierzom 57 Pułku Piechoty WLKP - 3 Pułku Strzelców WLKP Poległym w Obronie Ojczyzny w latach (1919 - 1945),,,,,"1975",,,,Tablica 57. Pułku Piechoty Wielkopolskiej,plaque
n9110843847,"9110843847",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica IV: Żołnierzom 58 Pułku Piechoty Strzelców WLKP poległym zamęczonym i zamordowanym w obronie Ojczyzny 1918 - 1945,,,,,"1974",,,,Tablica 58. Pułku Piechoty Strzelców Wielkopolskich,plaque
n9110843848,"9110843848",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica V: Żołnierzom 14 Pułku Artylerii,,,,,,,,,Tablica 14. Pułku Artylerii,plaque
n9110843849,"9110843849",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica VI: Żołnierzom 7 Batalionu Telegraficznego I Kompanii Łączności 14 DP, poległych w latach 1939 - 1945",,,,,"1975",,,,Tablica 7. Batalionu Telegraficznego,plaque
n9110843850,"9110843850",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica VII: Żołnierzom WLKP Brygady Obrony Narodowej,,,,,,,,,Tablica Wielkopolskiej Brygady Obrony Narodowej,plaque
n9110843851,"9110843851",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica VIII: Ku pamięci I Batalionu Czołgów i Samochodów Pancernych w Poznaniu,,,,,"1977",,,,Tablica I. Batalionu Czołgów i Samochodów Pancernych,plaque
n9110843852,"9110843852",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica IX: Lotnikom eskadr i oddziałów Lotniczych Armii ""Poznań"" i ""Pomorze"", walczących nad Bzurą w 1939r. w obronie Polskiego Nieba",,,,,,,,,"Tablica lotników eskadr i oddziałów Lotniczych Armii ""Poznań"" i ""Pomorze""",plaque
n9110843853,"9110843853",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica X: Poległym Żołnierzom WLKP Brygady Kawalerii 15 i 17 Pułku Ułanów 7 Pułku Strzelców Konnych 7 Dywizjonu Artylerii Konnej,,,,,,,,,Tablica Wielkopolskiej Brygady Kawalerii,plaque
n9110843854,"9110843854",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica XI: Poległym Żołnierzom 7 Pułku 14, 17 i 25 Dywizjonu Artylerii Ciężkiej Poległym w Walkach o Wolnośc i Niepodległość Ojczyzny",,,,,"1985",,,,Tablica 7. Pułku Artylerii Ciężkiej,plaque
n9110843855,"9110843855",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica XII, upamiętniająca żołnierzy Podolskiej Brygady Kawalerii, poległych w 1939 roku",Zygmunt Wujek,,,,"1986",,,,Tablica Podolskiej Brygady Kawalerii,plaque
n9110843856,"9110843856",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica XIII: Żołnierzom 7 WLKP Pułku Saperów Obrońcom Ojczyzny (1918 - 1945),,,,,"1991",,,,Tablica 7. Wielkopolskiego Pułku Saperów,plaque
n9110843857,"9110843857",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica I, upamiętniająca żołnierzy 14 WLKP Dywizji Piechoty 57.58.P.P. 14.P.A.L. WLKP 14 D.A.C",,,,,"1974",,,,Tablica 14. Wielkopolskiej Dywizji Piechoty,plaque
n9110843858,"9110843858",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica XIV: Przeciwlotnikom WLKP w dowód uznania za służbę w obronie powietrznych granic RP i WLKP miasta Poznań. W 80 rocznicę Utworzenia Pierwszej Jednostki Przeciwlotniczej w WLKP,,,,,"2004",,,,Tablica Przeciwlotników Wielkopolskich,plaque
n9111432020,"9111432020",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Hoover / 1874-1964 / Prezydent USA / Plac Hoovera / Nazwa nadana w 1946 roku / W dowód wdzięczności za pomoc dla Polski organizowaną przez Herberta Hoovera,,Tablica upamiętniająca nazwanie placu imieniem Herberta Hoovera w 1946 r.,,,,,,,,,Plac Hoovera,plaque
n9111432021,"9111432021",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca Tadeusza Wilkanowicza - poetę, dziennikarza, Powstańca Wielkopolskiego",Barbara Kamyszek-Gieburowska,,,,"1978",,,,Tadeusz Wilkanowicz,plaque
n9111432022,"9111432022",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006",,,,Poznański Czarny Czwartek 28.06.1956,plaque
n9111432023,"9111432023",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamietniająca Marię Skłodowską-Curie, w 50-tą rocznicę odkrycia polonu i radu",,,,,"1948",,,,Plac Marii Curie Skłodowskiej,plaque
n9111432024,"9111432024",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Petruk,,,,"1995",,,,Marcel Motty,plaque
n9111432025,"9111432025",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napoleon Cesarz Francuzów rezydował w tym gmachu w latach 1806, 1807 oraz 1812",,,,,,,"2003",,,,Miejsce rezydowania Napoleona,plaque
n9111432026,"9111432026",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyryl Ratajski,plaque
n9111432038,"9111432038",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamień węgielny z katedry poświęcony przez Jana Pawła II,plaque
n9111432039,"9111432039",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ks. Marian Nowak,plaque
n9111459358,"9111459358",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica informująca o powstaniu Mostu Teatralnego i jego inwestorach,,,,,"1995",,,,Most Teatralny,plaque
n9112970795,"9112970795",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2002",,,,Jan Deierling,plaque
n9112970796,"9112970796",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Murlewski,,,,"1965",,,,Pobyt Józefa Strusia,plaque
n9112970797,"9112970797",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1958",,,,400-lecie Poczty Polskiej,plaque
n9112970798,"9112970798",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce wizyty gen. J.H. Dąbrowskiego i J. Wybickiego w 1806 r.,,,,,"1977",,,,Pobyt Jana Dąbrowskiego i Józefa Wybickiego,plaque
n9112970799,"9112970799",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Smolibowski,,,,"1994",,,,Franciszek Jaśkowiak,plaque
n9112970800,"9112970800",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce utworzenia Klubu Demokratycznego w czerwcu 1939r.,,,,,"1962",,,,Miejsce utworzenia Klubu Demokratycznego,plaque
n9112970801,"9112970801",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pałac Działyńskich,plaque
n9112970803,"9112970803",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca zawieszenie polskiej flagi na Ratuszu w dniu 28 grudnia 1918 r.,,,,,"2008",,,,Zawieszenie polskiej flagi na Ratuszu,plaque
n9112970808,"9112970808",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Petruk,,,,"1985",,,,Miejsce powstania Koła Śpiewackiego Polskiego,plaque
n9112970809,"9112970809",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Murlewski,,,,"1965",,,,Miejsce zamieszkania Jana Hieronima Chróściejowskiego,plaque
n9112970810,"9112970810",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Żupański,plaque
n9112970811,"9112970811",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marek Zielonka,,,,"2000",,,,Zdzisław Szulc,plaque
n9112970812,"9112970812",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zbigniew Zieliński,plaque
n9112970813,"9112970813",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100-lecie Stowarzyszenia Architektonicznego w Poznaniu,plaque
n9112970814,"9112970814",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~1960,,,,Biblioteka Raczyńskich,plaque
n9112970815,"9112970815",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca zasługi Związku Spółek Zarobkowych i Gospodarczych dla obrony Polskości i rozwoju gospodarczego Wielkopolski,,,,,"1981",,,,Tablica Związku Spółek Zarobkowych i Gospodarczych,plaque
n9112970816,"9112970816",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca członków polskich korporacji akademickich w latach 1920- 1939,,,,,"2008",,,,Tablica członków polskich korporacji akademickich,plaque
n9114678699,"9114678699",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Ryksa Elżbieta,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Zamek_Kr%C3%B3lewski_Pozna%C5%84_-_tablice_Kr%C3%B3la_Przemys%C5%82a_II_i_Kr%C3%B3lowej_Ryksy_El%C5%BCbiety.jpg,,,,,Q259040,,,,,Królowa Ryksa Elżbieta,plaque
n9114678702,"9114678702",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ks. Aleksy Stodolny,plaque
n9114678703,"9114678703",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ks. Aleksander Woźny,plaque
n9114678704,"9114678704",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Paweł II,plaque
n9114678706,"9114678706",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca dziennikarzy wielkopolskich poległych i zamordowanych podczas II wojny światowej,"W. Kapczyński (projekt); F. Gdeczyk (wykonanie)",,,,"1970",,,,Tablica poległych i zamordowanych dziennikarzy wielkopolskich,plaque
n9114678707,"9114678707",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym budynku, w latach 1928-1930, mieściła się siedziba Komitetu Okręgowego Polskiej Partii Socjalistycznej Lewicy",Jerzy Nowakowski,,,,"1983",,,,Miejsce siedziby Komitetu Okręgowego Polskiej Partii Socjalistycznej Lewicy,plaque
n9114678709,"9114678709",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informującą, ze w tym budynku, do 1858 r., mieściło się Gimnazjum Św. Marii Magdaleny",,,,,"1988",,,,Miejsce Gimnazjum Św. Marii Magdaleny,plaque
n9114678710,"9114678710",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym budynku w latach 1917-1919 mieściły się siedziby Głównej Kwatery Skautowej, Komendy Polskiej Organizacji Wojskowej oraz pierwsze Harcerskie Biuro Werbunkowe do Wojska Polskiego",Marian Romała,,,,"1933",,,,"Miejsce siedzib Głównej Kwatery Skautowej, Komendy Polskiej Organizacji Wojskowej oraz pierwszego Harcerskiego Biura Werbunkowego do Wojska Polskiego",plaque
n9114678711,"9114678711",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Smolibowski,,,,"1987",,,,Miejsce zamieszkania Stanisława Kantaka,plaque
n9114678712,"9114678712",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1984",,,,Miejsce zamieszkania Kazimiery Iłłakiewiczówny,plaque
n9114678713,"9114678713",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W XXV rocznicę Polski Ludowej pamięci pracowników leśnictwa zamordowanych i poległych w 1939-1945 w walce z najeźdzcą hitlerowskim o wolną demokratyczną i niepodległą Polskę. Leśnicy Wielkopolscy,,,,,,,"1969",,,,Tablica zamordowanych i poległych pracowników leśnictwa,plaque
n9114678714,"9114678714",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce zamieszkania Wojciecha Korfantego w latach 1919 -1922,M. Gołąbek,,,,"1999",,,,Miejsce zamieszkania Wojciecha Korfantego,plaque
n9114678715,"9114678715",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wiernym Bogu i Polsce harcerzom, Powstańcom Wlkp. 1918 - 1920, Żołnierzom II Wojny Światowej, Ruchu Oporu i Szarych Szeregów, zamęczonych przez okupantów druhnom i druhom ZHP Hufca Śródka odeszłym na wieczną wartę",,Tablica upamiętniająca wiernych Bogu i Polsce harcerzy,,,,,1989-04-22,,,,Tablica wiernych Bogu i Polsce harcerzy,plaque
n9114678716,"9114678716",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W tym budynku w latach 1919–1950 mieścił się Bank Ludowy, który położył wielkie zasługi dla obrony polskości pod zaborem pruskim. Tablicę poświęcono pamięci założycieli i działaczy banku w 125-tą rocznicę powstania bankowości spółdzielczej w Polsce.",,Tablica upamiętniająca siedzibę Banku Ludowego w latach 1919 - 1950,,,,,"1986",,,,Miejsce siedziby Banku Ludowego,plaque
n9114712217,"9114712217",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica poświęcona Henrykowi Zygalskiemu, jednemu z trzech kryptologów, którzy odkryli sposób kodowania ""Enigmy""",,,,,"2004",,,,Henryk Zygalski,plaque
n9114712218,"9114712218",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1984",,,,Helena Nieć,plaque
n9114712219,"9114712219",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca uczniów, którzy polegli w Powstaniu Poznańskim -Czerwiec 1956r.",,,,,,,,,Tablica uczniów poległych w Powstaniu Poznańskim,plaque
n9114712220,"9114712220",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca mieszkańców Poznania i Wielkopolski, poległych, zamordowanych, więzionych oraz deportowanych do pracy niewolniczej, w 50-tą rocznicę zakończenia II Wojny Światowej",Józef Petruk,,,,"1995",,,,Tablica ofiar II Wojy Światowej z Poznania i Wielkopolski,plaque
n9114712221,"9114712221",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marian Banasiewicz,,,,"1990",,,,Miejsce drukarni Narodowej Organizacji Bojowej,plaque
n9114712222,"9114712222",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janusz Korczak,plaque
n9114712223,"9114712223",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2003",,,,Franciszek Witaszek,plaque
n9114712224,"9114712224",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca Górczyńskich Kosynierów, Bohaterów Powstania Wielkopolskiego oraz mieszkańców Górczyna, którzy ginęli w walce z faszyzmem i komunizmem",,,,,"1998",,,,"Tablica Górczyńskich Kosynierów, Bohaterów Powstania Wielkopolskiego oraz poległych mieszkańców Górczyna",plaque
n9114712225,"9114712225",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca siedzibę Oficerskiego Technikum Pożarniczego w latach 1954-1959,,,,,"2004",,,,Miejsce siedziby Oficerskiego Technikum Pożarniczego,plaque
n9114712226,"9114712226",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca anonimowego fotografa pioruna kulistego, który swoje odkrycie i pracę przypłacił życiem",,,,,"2009",,,,Tablica anonimowego fotografa pioruna,plaque
n9114712227,"9114712227",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablice pamiątkowe poświęcone zmarłym proboszczom parafii i wszystkim, którzy ofiarowali serce przy budowie kościoła pw. Świetej Jadwigii Śląskiej",,,,,,,,,"Tablice zmarłych proboszczów i wszystkich, którzy ofiarowali serce przy budowie kościoła",plaque
n9114712262,"9114712262",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce zamieszkania i twórzości Jerzego Kurczewskiego,,,,,,,,,Miejsce zamieszkania Jerzego Kurczewskiego,plaque
n9114712275,"9114712275",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce zamieszkania Cyryla Ratajskiego w latach 1923-1939,Marian Banasiewicz,,,,"1984",,,,Miejsce zamieszkania Cyryla Ratajskiego,plaque
n9114712276,"9114712276",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce zamieszkania i twórczości prof. Tadeusza Szeligowskiego w latach 1947-1963,Jerzy Kopczyński,,,,"1966",,,,Miejsce zamieszkania prof. Tadeusza Szeligowskiego,plaque
n9114712277,"9114712277",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof. Lech Ryszkowski,plaque
n9114712278,"9114712278",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-13,,,,Eugeniusz Kwiatkowski,plaque
n9114712283,"9114712283",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60. rocznica otwarcia sklepu Spółdzielni Spożywców ""Zgoda""",plaque
n9114712288,"9114712288",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamietniająca ks. Wojciecha Owczarczaka, który zginął śmiercią męczeńską w obozie koncentracyjnym w Dachau",,,,,,,,,Ks. Wojciech Owczarczak,plaque
n9115973783,"9115973783",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2006",,,,Ppłk. Stefan Ignaszak,plaque
n9115973784,"9115973784",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica łazarskich Powstańców Wielkopolskich,plaque
n9115973785,"9115973785",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Romek Strzałkowski 1943-1956 / Chłopiec-bohater, zginął od kuli w dniach robotniczego protestu",,,,,,,,,,,Romek Strzałkowski,plaque
n9115973786,"9115973786",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bractwo Kurkowe, Poznań, rok założenia 1253, zakład kamieniarski J.J. Domagała, Luboń Poniatowskiego 51, Poznań 3 V Anno Domini 1997",,,,,,,"1997",,,,Tablica Bractwa Kurkowego,plaque
n9115973787,"9115973787",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym budynku w 1942 roku odbyło się pierwsze posiedzenie Komitetu Okręgowego Polskiej Partii Robotniczej",,,,,"1952",,,,Miejsce pierwszego posiedzenia Komitetu Okręgowego PPR,plaque
n9116212271,"9116212271",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Murlewski,,,,"1945",,,,Miejsce zamieszkania ks. Nikodema Cieszyńskiego,plaque
n9116212272,"9116212272",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W domu tym w latach 1929-1981 mieszkał i tworzył Józef Krzyżański / 1898-1987 / Wybitny artysta malarz, kolorysta",,Tablica upamiętniająca miejsce zamieszkania Józefa Krzyżańskiego w latach 1929-1981,Józef Petruk,,,,"1997",,,,Miejsce zamieszkania Józefa Krzyżańskiego,plaque
n9116212273,"9116212273",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1918",,,,Matka Boża z Lourdes,statue
n9116212274,"9116212274",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża Różańcowa,statue
